	Area	Mean	Min	Max	Angle	Length
126	17.06	158.842	148	172	0	208.98
127	5.304	117.523	66.747	158.518	10.208	64.925
128	4.165	114.852	75.622	158.358	-80.04	50.946
129	5.604	118.87	67.538	164.033	10.775	68.587
130	3.885	114.223	72.376	163.364	-80.311	47.472
131	1.673	131.94	81.222	141.933	-79.184	20.386
132	2.539	131.961	83.094	151.777	-80.166	31.047
133	2.432	127.327	79.001	165.474	-153.717	29.742
134	17.026	128.061	0	152	0	208.49
135	17.026	128.061	0	152	0	208.49
136	5.511	116.522	77.122	158.119	-0.832	67.436
137	4.285	113.426	65.14	159.667	-90.892	52.415
138	5.791	116.107	74.651	152.559	-0.924	70.866
139	3.938	113.301	72.816	152.992	-89.806	48.164
140	1.433	129.288	78.04	134.667	-93.209	17.497
141	2.206	130.506	76.152	141.533	-92.083	26.957
142	2.572	126.989	77.61	159.308	-4.764	31.456
143	17.046	130.302	0	137	0	208.735
144	17.046	130.302	0	137	0	208.735
145	4.825	93.536	65.891	126.85	68.405	58.998
146	4.352	97.055	58.239	134.333	-18.602	53.23
147	5.231	95.398	62.704	146.876	68.931	64.036
148	3.718	96.416	66.85	128.472	-17.329	45.494
149	1.419	105.061	81.485	110.659	-22.203	17.281
150	2.279	106.331	81.667	112.112	-23.86	27.85
151	2.259	112.57	96.807	136.81	69.959	27.632
152	17.046	109.379	0	132.667	0	208.735
153	17.046	109.379	0	132.667	0	208.735

